Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
8583815059,14/04/2016,3135,2.4500,2.4500,0.0000,0.000,0.000,2.430,0.000,0,0,134,1306,2443
8792009665,14/04/2016,1219,0.7800,0.7800,0.0000,0.000,0.000,0.780,0.000,0,0,84,853,1963
8877689391,14/04/2016,21129,18.9800,18.9800,0.0000,10.550,0.590,7.750,0.020,68,13,298,1061,3793
1503960366,15/04/2016,9762,6.2800,6.2800,0.0000,2.140,1.260,2.830,0.000,29,34,209,726,1745
1624580081,15/04/2016,1510,0.9800,0.9800,0.0000,0.000,0.000,0.970,0.000,0,0,96,1344,1344
1644430081,15/04/2016,5263,3.8300,3.8300,0.0000,0.220,0.150,3.450,0.000,3,4,170,1263,2750
1844505072,15/04/2016,3844,2.5400,2.5400,0.0000,0.000,0.000,2.540,0.000,0,0,176,527,1725
1927972279,15/04/2016,980,0.6800,0.6800,0.0000,0.000,0.000,0.680,0.000,0,0,51,941,2221
2022484408,15/04/2016,11034,8.0300,8.0300,0.0000,1.940,0.310,5.780,0.000,27,9,282,1122,2525
2026352035,15/04/2016,3821,2.3700,2.3700,0.0000,0.000,0.000,2.370,0.000,0,0,188,687,1444
2320127002,15/04/2016,5205,3.5100,3.5100,0.0000,0.000,0.000,3.510,0.000,0,0,245,1195,1801
2347167796,15/04/2016,10465,6.9200,6.9200,0.0000,0.070,1.420,5.430,0.000,1,24,284,720,2133
2873212765,15/04/2016,8482,5.7000,5.7000,0.0000,0.000,0.000,5.690,0.010,0,0,448,992,2063
3372868164,15/04/2016,7451,5.0800,5.0800,0.0000,0.000,0.000,5.060,0.020,0,0,335,1105,1908
3977333714,15/04/2016,9010,6.0600,6.0600,0.0000,1.050,1.750,3.260,0.000,15,42,183,644,1468
4020332650,15/04/2016,1882,1.3500,1.3500,0.0000,0.210,0.360,0.770,0.000,36,18,87,1299,2951
4057192912,15/04/2016,3984,2.9500,2.9500,0.0000,0.210,0.260,2.440,0.000,3,6,88,873,1527
4319703577,15/04/2016,5664,3.8000,3.8000,0.0000,0.000,0.000,3.800,0.000,0,0,228,752,1985
4388161847,15/04/2016,8758,6.7300,6.7300,0.0000,0.000,0.000,6.730,0.000,0,0,299,837,3066
4445114986,15/04/2016,7198,4.8300,4.8300,0.0000,0.000,0.000,4.830,0.000,0,0,350,711,2496
4558609924,15/04/2016,7795,5.1500,5.1500,0.0000,0.590,0.840,3.730,0.000,17,30,262,1131,2121
4702921684,15/04/2016,6506,5.2800,5.2800,0.0000,0.070,0.420,4.790,0.000,1,8,256,944,2896
5553957443,15/04/2016,16556,10.8600,10.8600,0.0000,4.160,1.980,4.710,0.000,58,38,239,689,2254
5577150313,15/04/2016,12087,9.0800,9.0800,0.0000,3.920,1.600,3.560,0.000,115,54,199,695,4005
6117666160,15/04/2016,14019,10.5900,10.5900,0.0000,0.000,0.280,10.300,0.000,0,6,513,921,2865
6290855005,15/04/2016,9501,7.1800,7.1800,0.0000,0.000,0.000,7.170,0.010,0,0,328,1112,2896
6775888955,15/04/2016,1282,0.9200,0.9200,0.0000,0.000,0.000,0.920,0.000,0,0,58,976,2127
6962181067,15/04/2016,5563,3.6800,3.6800,0.0000,0.000,0.000,3.680,0.000,0,0,217,837,1756
7007744171,15/04/2016,5273,3.5300,3.5300,0.0000,0.000,0.000,3.530,0.000,0,0,202,1238,2098
7086361926,15/04/2016,8585,5.6700,5.6700,0.0000,2.040,1.110,2.530,0.000,30,21,139,864,2395
8053475328,15/04/2016,20669,16.2400,16.2400,0.0000,13.260,0.390,2.590,0.000,132,8,158,1142,3410
8253242879,15/04/2016,2672,1.7700,1.7700,0.0000,0.000,0.000,1.760,0.000,0,0,105,1335,1632
8378563200,15/04/2016,14461,11.4700,11.4700,0.0000,4.910,1.150,5.410,0.000,60,23,190,729,3666
8583815059,15/04/2016,3430,2.6800,2.6800,0.0000,0.000,0.000,0.900,0.000,0,0,65,1375,2505
8792009665,15/04/2016,2483,1.5900,1.5900,0.0000,0.000,0.000,1.590,0.000,0,0,126,937,2009
8877689391,15/04/2016,13422,7.1700,7.1700,0.0000,0.050,0.050,7.010,0.010,106,1,281,1052,3934
1503960366,16/04/2016,12669,8.1600,8.1600,0.0000,2.710,0.410,5.040,0.000,36,10,221,773,1863
1624580081,16/04/2016,5370,3.4900,3.4900,0.0000,0.000,0.000,3.490,0.000,0,0,176,1264,1463
1644430081,16/04/2016,15300,11.1200,11.1200,0.0000,4.100,1.880,5.090,0.000,51,42,212,1135,3493
1844505072,16/04/2016,3414,2.2600,2.2600,0.0000,0.000,0.000,2.260,0.000,0,0,147,1293,1657
1927972279,16/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2064
2022484408,16/04/2016,10100,7.0900,7.0900,0.0000,3.150,0.550,3.390,0.000,41,11,151,1237,2177
2026352035,16/04/2016,2547,1.5800,1.5800,0.0000,0.000,0.000,1.580,0.000,0,0,150,728,1373
2320127002,16/04/2016,5057,3.4100,3.4100,0.0000,0.000,0.000,3.400,0.000,0,0,195,1245,1724
2347167796,16/04/2016,22244,15.0800,15.0800,0.0000,5.450,4.100,5.530,0.000,66,72,268,968,2670
2873212765,16/04/2016,9685,6.6500,6.6500,0.0000,3.110,0.020,3.510,0.010,47,1,305,1087,2148
3372868164,16/04/2016,6905,4.7300,4.7300,0.0000,0.000,0.000,4.700,0.030,0,0,356,1084,1908
3977333714,16/04/2016,13459,9.0000,9.0000,0.0000,2.030,4.000,2.970,0.000,31,83,153,663,1625
4020332650,16/04/2016,1982,1.4200,1.4200,0.0000,0.450,0.370,0.590,0.000,65,21,55,1222,3051
4319703577,16/04/2016,4744,3.1800,3.1800,0.0000,0.000,0.000,3.180,0.000,0,0,194,724,1884
4388161847,16/04/2016,6580,5.0600,5.0600,0.0000,0.210,0.400,4.450,0.000,6,9,253,609,3073
4445114986,16/04/2016,3945,2.6500,2.6500,0.0000,0.000,0.000,2.650,0.000,0,0,225,716,2180
4558609924,16/04/2016,7289,4.8200,4.8200,0.0000,0.550,0.750,3.500,0.000,8,12,308,1112,1997
4702921684,16/04/2016,11140,9.0300,9.0300,0.0000,0.240,1.250,7.540,0.000,3,24,335,556,3328
5553957443,16/04/2016,5771,3.7700,3.7700,0.0000,0.000,0.000,3.770,0.000,0,0,288,521,1831
5577150313,16/04/2016,14269,10.6600,10.6600,0.0000,6.640,1.280,2.730,0.000,184,56,158,472,4274
6117666160,16/04/2016,14450,10.9100,10.9100,0.0000,0.580,0.850,9.480,0.000,7,15,518,502,2828
6290855005,16/04/2016,8301,6.2800,6.2800,0.0000,0.000,0.000,6.270,0.010,0,0,258,1182,2783
6775888955,16/04/2016,4732,3.3900,3.3900,0.0000,2.520,0.810,0.060,0.000,36,18,9,1377,2225
6962181067,16/04/2016,13217,8.7400,8.7400,0.0000,3.660,0.190,4.880,0.000,50,3,280,741,2173
7007744171,16/04/2016,4631,3.1000,3.1000,0.0000,0.000,0.000,3.100,0.000,0,0,203,1155,2076
7086361926,16/04/2016,31,0.0100,0.0100,0.0000,0.000,0.000,0.010,0.000,0,0,3,1437,1635
8053475328,16/04/2016,14549,11.1100,11.1100,0.0000,9.360,0.270,1.490,0.000,96,6,83,1255,2867
8253242879,16/04/2016,9256,6.1400,6.1400,0.0000,0.430,3.270,2.450,0.000,6,51,115,1268,1880
8378563200,16/04/2016,11207,8.8900,8.8900,0.0000,5.370,1.070,2.440,0.000,64,21,142,563,3363
8583815059,16/04/2016,5319,4.1500,4.1500,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2693
8792009665,16/04/2016,244,0.1600,0.1600,0.0000,0.000,0.000,0.160,0.000,0,0,12,1428,1721
8877689391,16/04/2016,29326,25.2900,25.2900,0.0000,13.240,1.210,10.710,0.000,94,29,429,888,4547
1503960366,17/04/2016,9705,6.4800,6.4800,0.0000,3.190,0.780,2.510,0.000,38,20,164,539,1728
1624580081,17/04/2016,6175,4.0600,4.0600,0.0000,1.030,1.520,1.490,0.010,15,22,127,1276,1554
1644430081,17/04/2016,8757,6.3700,6.3700,0.0000,2.250,0.570,3.550,0.000,29,13,186,1212,3011
1844505072,17/04/2016,4525,2.9900,2.9900,0.0000,0.140,0.260,2.590,0.000,2,8,199,1231,1793
1927972279,17/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2063
2022484408,17/04/2016,15112,11.4000,11.4000,0.0000,3.870,0.660,6.880,0.000,28,29,331,1052,2782
2026352035,17/04/2016,838,0.5200,0.5200,0.0000,0.000,0.000,0.520,0.000,0,0,60,1053,1214
2320127002,17/04/2016,6198,4.1800,4.1800,0.0000,0.000,0.000,4.180,0.000,0,0,249,1191,1852
2347167796,17/04/2016,5472,3.6200,3.6200,0.0000,0.080,0.280,3.260,0.000,1,7,249,508,1882
2873212765,17/04/2016,2524,1.7000,1.7000,0.0000,0.000,0.350,1.340,0.000,0,8,160,1272,1529
3372868164,17/04/2016,8199,5.8800,5.8800,0.0000,1.410,0.100,4.360,0.010,11,2,322,1105,1964
3977333714,17/04/2016,10415,6.9700,6.9700,0.0000,0.700,2.350,3.920,0.000,11,58,205,600,1529
4020332650,17/04/2016,16,0.0100,0.0100,0.0000,0.000,0.000,0.010,0.000,0,0,2,1438,1990
4319703577,17/04/2016,29,0.0200,0.0200,0.0000,0.000,0.000,0.020,0.000,0,0,3,1363,1464
4388161847,17/04/2016,4660,3.5800,3.5800,0.0000,0.000,0.000,3.580,0.000,0,0,201,721,2572
4445114986,17/04/2016,2268,1.5200,1.5200,0.0000,0.000,0.000,1.520,0.000,0,0,114,1219,1933
4558609924,17/04/2016,9634,6.4000,6.4000,0.0000,0.550,1.140,4.710,0.000,7,19,304,1110,2117
4702921684,17/04/2016,12692,10.2900,10.2900,0.0000,0.960,3.460,5.880,0.000,12,66,302,437,3394
5553957443,17/04/2016,655,0.4300,0.4300,0.0000,0.000,0.000,0.430,0.000,0,0,46,943,1397
5577150313,17/04/2016,12231,9.1400,9.1400,0.0000,5.980,0.830,2.320,0.000,200,37,159,525,4552
6117666160,17/04/2016,7150,5.4000,5.4000,0.0000,0.000,0.000,5.400,0.000,0,0,312,702,2225
6290855005,17/04/2016,7851,5.9400,5.9400,0.0000,1.140,0.790,4.000,0.000,31,12,225,1172,3171
6775888955,17/04/2016,2497,1.7900,1.7900,0.0000,0.350,1.130,0.310,0.000,5,24,19,1392,2067
6962181067,17/04/2016,10145,6.7100,6.7100,0.0000,0.330,0.680,5.690,0.000,5,13,295,634,2027
7007744171,17/04/2016,8059,5.3900,5.3900,0.0000,0.000,0.000,5.390,0.000,0,0,305,1135,2383
7086361926,17/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1629
8053475328,17/04/2016,18827,13.6900,13.6900,0.0000,9.240,0.800,3.640,0.000,111,21,195,1113,3213
8253242879,17/04/2016,10204,7.9100,7.9100,0.0000,5.430,0.150,2.330,0.000,41,5,157,1237,2112
8378563200,17/04/2016,2132,1.6900,1.6900,0.0000,0.000,0.000,1.690,0.000,0,0,93,599,2572
8583815059,17/04/2016,3008,2.3500,2.3500,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2439
8792009665,17/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1688
8877689391,17/04/2016,15118,8.8700,8.8700,0.0000,0.000,0.070,8.790,0.000,58,15,307,1060,3545
1503960366,18/04/2016,13019,8.5900,8.5900,0.0000,3.250,0.640,4.710,0.000,42,16,233,1149,1921
1624580081,18/04/2016,10536,7.4100,7.4100,0.0000,2.150,0.620,4.620,0.010,17,7,202,1214,1604
1644430081,18/04/2016,7132,5.1900,5.1900,0.0000,1.070,1.670,2.450,0.000,15,33,121,1271,2806
1844505072,18/04/2016,4597,3.0400,3.0400,0.0000,0.000,0.480,2.560,0.000,0,12,217,1211,1814
1927972279,18/04/2016,244,0.1700,0.1700,0.0000,0.000,0.000,0.170,0.000,0,0,17,1423,2111
2022484408,18/04/2016,14131,10.0700,10.0700,0.0000,3.640,0.120,6.300,0.000,48,3,311,1078,2770
2026352035,18/04/2016,3325,2.0600,2.0600,0.0000,0.000,0.000,2.060,0.000,0,0,182,1062,1419
2320127002,18/04/2016,6559,4.4200,4.4200,0.0000,0.000,0.260,4.140,0.000,0,7,260,1173,1905
2347167796,18/04/2016,8247,5.4500,5.4500,0.0000,0.790,0.860,3.790,0.000,11,16,206,678,1944
2873212765,18/04/2016,7762,5.2400,5.2400,0.0000,0.070,0.280,4.890,0.000,1,6,311,1122,1890
3372868164,18/04/2016,6798,4.6400,4.6400,0.0000,1.080,0.200,3.350,0.000,20,7,343,1070,2014
3977333714,18/04/2016,11663,7.8000,7.8000,0.0000,0.250,3.730,3.820,0.000,4,95,214,605,1584
4020332650,18/04/2016,62,0.0400,0.0400,0.0000,0.000,0.000,0.040,0.000,0,0,2,1438,1995
4319703577,18/04/2016,2276,1.5500,1.5500,0.0000,0.070,0.330,1.120,0.000,1,9,58,824,1632
4388161847,18/04/2016,11009,9.1000,9.1000,0.0000,3.560,0.400,5.140,0.000,27,8,239,1017,3274
4445114986,18/04/2016,6155,4.2400,4.2400,0.0000,2.000,0.290,1.950,0.000,25,6,162,1247,2248
4558609924,18/04/2016,8940,5.9100,5.9100,0.0000,0.980,0.930,4.000,0.000,14,15,331,1080,2116
4702921684,18/04/2016,9105,7.3800,7.3800,0.0000,1.820,1.490,4.070,0.000,22,30,191,890,3013
5553957443,18/04/2016,3727,2.4300,2.4300,0.0000,0.000,0.000,2.430,0.000,0,0,206,622,1683
5577150313,18/04/2016,9893,7.3900,7.3900,0.0000,4.860,0.720,1.820,0.000,114,32,130,623,3625
6117666160,18/04/2016,5153,3.9100,3.9100,0.0000,0.000,0.000,3.890,0.000,0,0,241,759,2018
6290855005,18/04/2016,6885,5.2100,5.2100,0.0000,0.000,0.000,5.190,0.020,0,0,271,1169,2766
6775888955,18/04/2016,8294,5.9500,5.9500,0.0000,2.000,0.770,3.170,0.000,30,31,146,1233,2798
6962181067,18/04/2016,11404,7.5400,7.5400,0.0000,0.830,2.390,4.320,0.000,13,42,238,689,2039
7007744171,18/04/2016,14816,10.9800,9.9100,4.9306,3.790,2.120,5.050,0.020,48,31,284,1077,2832
7086361926,18/04/2016,9827,6.7100,6.7100,0.0000,3.170,1.220,2.310,0.000,61,51,114,1136,2743
8053475328,18/04/2016,17076,12.6600,12.6600,0.0000,9.080,0.230,3.350,0.000,102,6,195,1137,3133
8253242879,18/04/2016,5151,3.4800,3.4800,0.0000,1.040,0.630,1.800,0.000,16,16,130,1278,1829
8378563200,18/04/2016,13630,10.8100,10.8100,2.0921,5.050,0.560,5.200,0.000,117,10,174,720,4157
8583815059,18/04/2016,3864,3.0100,3.0100,0.0000,0.310,1.060,1.350,0.000,4,22,105,1309,2536
8792009665,18/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,1688
8877689391,18/04/2016,11423,8.6700,8.6700,0.0000,2.440,0.270,5.940,0.000,29,5,191,1215,2761
1503960366,19/04/2016,15506,9.8800,9.8800,0.0000,3.530,1.320,5.030,0.000,50,31,264,775,2035
1624580081,19/04/2016,2916,1.9000,1.9000,0.0000,0.000,0.000,1.900,0.000,0,0,141,1299,1435
1644430081,19/04/2016,11256,8.1800,8.1800,0.0000,0.360,2.530,5.300,0.000,5,58,278,1099,3300
1844505072,19/04/2016,197,0.1300,0.1300,0.0000,0.000,0.000,0.130,0.000,0,0,10,1430,1366
1927972279,19/04/2016,0,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0,0,0,1440,2063
2022484408,19/04/2016,11548,8.5300,8.5300,0.0000,3.290,0.240,5.000,0.000,31,7,250,1152,2489
2026352035,19/04/2016,2424,1.5000,1.5000,0.0000,0.000,0.000,1.500,0.000,0,0,141,785,1356
2320127002,19/04/2016,5997,4.0400,4.0400,0.0000,0.000,0.380,3.660,0.000,0,11,228,1201,1811
2347167796,19/04/2016,6711,4.4400,4.4400,0.0000,0.000,0.000,4.440,0.000,0,7,382,648,2346
2873212765,19/04/2016,7948,5.3700,5.3700,0.0000,0.000,0.000,5.360,0.000,0,0,389,1051,1956
